,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure
1871,Leif,Feeney,Male,75,1973-05-28,Help Desk Technician,Manufacturing,Mass Customer,N,Yes,14.0
322,Celka,Goodrich,Female,54,1973-06-04,Senior Developer,Health,Mass Customer,N,Yes,7.0
3050,Edi,Lugton,Female,81,1973-06-06,0,Manufacturing,Affluent Customer,N,Yes,7.0
2405,Randal,Messager,Male,34,1973-06-11,Executive Secretary,0,Affluent Customer,N,Yes,9.0
3781,Elijah,Drillot,Male,12,1973-06-13,Environmental Specialist,Financial Services,Mass Customer,N,No,11.0
3138,Pail,De Blasi,Male,65,1973-06-13,Paralegal,Financial Services,High Net Worth,N,Yes,17.0
1262,Elliot,Posselow,Male,41,1973-06-16,Nurse,Manufacturing,Affluent Customer,N,No,8.0
3702,Kelvin,Oldford,Male,37,1973-06-18,Teacher,Property,Affluent Customer,N,No,9.0
1314,Ebba,Comport,Female,46,1973-06-24,0,IT,Mass Customer,N,Yes,12.0
3095,Lulu,Cabane,Female,32,1973-06-28,Associate Professor,Financial Services,Mass Customer,N,No,10.0
1366,Fredrika,Danielkiewicz,Female,63,1973-06-29,Internal Auditor,Retail,Mass Customer,N,No,18.0
1459,Morley,Shutt,Male,92,1973-07-03,Information Systems Manager,Financial Services,High Net Worth,N,Yes,13.0
1718,Devy,Hannum,Male,71,1973-07-04,Media Manager IV,Financial Services,High Net Worth,N,No,18.0
1888,Dare,0,Male,98,1973-07-07,Quality Control Specialist,Retail,Affluent Customer,N,No,11.0
3418,Felipa,Guslon,Female,13,1973-07-09,Information Systems Manager,0,Mass Customer,N,Yes,18.0
3323,Sholom,0,Male,32,1973-07-11,Research Nurse,Health,Mass Customer,N,Yes,10.0
2826,Shelli,Wilkennson,Female,17,1973-07-15,0,Financial Services,High Net Worth,N,No,14.0
1288,Shelley,Stroyan,Male,35,1973-07-16,0,0,Mass Customer,N,Yes,8.0
343,Carlene,Eyckelbeck,Female,91,1973-07-18,0,0,High Net Worth,N,Yes,4.0
3760,Zarla,Seyers,Female,87,1973-07-20,Biostatistician II,Telecommunications,Mass Customer,N,Yes,13.0
1988,Emalee,Guitel,Female,46,1973-07-21,Graphic Designer,Property,High Net Worth,N,Yes,17.0
645,Rowena,Parchment,Female,3,1973-07-22,Human Resources Manager,Manufacturing,Affluent Customer,N,No,13.0
706,Homere,Rounds,Male,97,1973-07-23,Executive Secretary,0,Mass Customer,N,Yes,7.0
2592,Sharona,Yorkston,Female,69,1973-07-26,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,No,19.0
1916,Raquela,Schimpke,Female,7,1973-07-28,Senior Sales Associate,Argiculture,Affluent Customer,N,Yes,8.0
1230,Aloisia,Shawel,Female,94,1973-07-28,Social Worker,Health,Affluent Customer,N,No,18.0
1049,Marjie,Ghion,Female,7,1973-07-29,Software Consultant,Telecommunications,Mass Customer,N,Yes,15.0
1500,Shelby,Trayhorn,Female,74,1973-07-31,Account Executive,Property,Mass Customer,N,Yes,14.0
2109,Gard,Marris,Male,29,1973-07-31,Human Resources Assistant III,Manufacturing,High Net Worth,N,No,14.0
339,Joshuah,Purvey,Male,39,1973-07-31,0,Argiculture,Mass Customer,N,Yes,17.0
3403,Thomasine,McCloch,Female,2,1973-08-01,GIS Technical Architect,Property,Affluent Customer,N,No,22.0
305,Ruy,Adanet,Male,19,1973-08-02,Registered Nurse,Health,High Net Worth,N,No,18.0
2395,Elmira,Wildblood,Female,40,1973-08-02,Recruiter,Retail,Affluent Customer,N,Yes,7.0
542,Mikey,Rizzetti,Male,9,1973-08-03,Account Coordinator,Retail,Affluent Customer,N,Yes,17.0
3937,Dulcy,Wormleighton,Female,25,1973-08-06,Account Executive,Financial Services,High Net Worth,N,Yes,9.0
1725,Mariette,Alexsandrev,Female,41,1973-08-06,Junior Executive,Financial Services,High Net Worth,N,No,11.0
226,Wendall,McKeand,Male,99,1973-08-14,Accountant I,Entertainment,Mass Customer,N,No,18.0
1433,Craig,Guswell,Male,42,1973-08-14,Statistician I,Property,High Net Worth,N,No,9.0
3690,Mathew,Seid,Male,73,1973-08-16,Environmental Tech,Retail,Affluent Customer,N,No,11.0
2163,Toinette,Clementson,Female,12,1973-08-16,Financial Analyst,Financial Services,Mass Customer,N,Yes,18.0
1498,Patton,Wrey,Male,88,1973-08-18,Design Engineer,Manufacturing,Mass Customer,N,Yes,11.0
3411,Almira,Ethelstone,Female,66,1973-08-18,Office Assistant IV,0,Mass Customer,N,Yes,7.0
794,Cassy,Awdry,Female,35,1973-08-20,Environmental Tech,Financial Services,High Net Worth,N,No,18.0
1332,Phillipp,McMonnies,Male,4,1973-08-23,Compensation Analyst,Financial Services,High Net Worth,N,No,9.0
2498,Doll,Tschirschky,Female,77,1973-08-30,Account Representative I,Retail,Mass Customer,N,No,14.0
2232,Cassi,Killingworth,Female,49,1973-09-04,Sales Associate,0,Mass Customer,N,Yes,8.0
320,Christean,Finnes,Female,58,1973-09-15,Marketing Manager,0,Mass Customer,N,No,18.0
3357,Fairlie,McGavin,Male,30,1973-09-17,Engineer I,Manufacturing,Affluent Customer,N,Yes,11.0
3831,Sarajane,Mortimer,Female,30,1973-09-26,Safety Technician III,Financial Services,High Net Worth,N,No,9.0
1125,Atlante,Sonley,Female,77,1973-09-27,Executive Secretary,0,Mass Customer,N,No,14.0
1197,Alina,Rickson,Female,73,1973-09-30,Sales Representative,Retail,High Net Worth,N,No,7.0
27,Fee,Zellmer,Male,5,1973-09-30,Senior Quality Engineer,Health,Affluent Customer,N,Yes,21.0
779,Kim,0,Female,24,1973-10-12,Professor,Financial Services,Mass Customer,N,No,20.0
796,Meridel,Rawet,Female,51,1973-10-20,Internal Auditor,Financial Services,Mass Customer,N,No,19.0
1212,Matthieu,Schruur,Male,80,1973-10-21,Accounting Assistant II,0,High Net Worth,N,No,15.0
3529,Erik,Kenneford,Male,19,1973-10-23,Staff Scientist,0,High Net Worth,N,Yes,8.0
728,Ammamaria,Standbridge,Female,30,1973-10-23,Analog Circuit Design manager,Health,Affluent Customer,N,No,11.0
650,Minni,Deegin,Female,76,1973-10-24,Tax Accountant,Health,Affluent Customer,N,No,13.0
3998,Patrizius,0,Male,11,1973-10-24,0,Manufacturing,Affluent Customer,N,Yes,10.0
2284,Maritsa,Bellison,Female,71,1973-10-27,Quality Control Specialist,Health,High Net Worth,N,No,5.0
1912,Tamiko,Fergie,Female,36,1973-11-02,Dental Hygienist,Health,Mass Customer,N,Yes,17.0
2551,Allard,Skipton,Male,1,1973-11-02,0,Manufacturing,Affluent Customer,N,Yes,17.0
2798,Ilysa,Palle,Female,80,1973-11-04,VP Product Management,0,Mass Customer,N,Yes,18.0
3574,Kandace,Desesquelle,Female,82,1973-11-06,Administrative Assistant I,IT,Affluent Customer,N,Yes,13.0
1930,Boris,Syres,Male,85,1973-11-06,Senior Developer,Health,Affluent Customer,N,No,6.0
1496,Karole,Grinin,Female,70,1973-11-08,Marketing Assistant,Retail,High Net Worth,N,No,14.0
1018,Ignazio,Milby,Male,42,1973-11-19,Human Resources Assistant II,Manufacturing,Mass Customer,N,Yes,14.0
1902,Tucky,Pizzie,Male,8,1973-11-20,Project Manager,0,High Net Worth,N,Yes,4.0
1258,Emmi,Dymock,Female,23,1973-11-24,Assistant Professor,Financial Services,Mass Customer,N,No,9.0
732,Ham,Mayoh,Male,25,1973-11-30,0,Manufacturing,Mass Customer,N,No,13.0
1597,Guendolen,Betterton,Female,87,1973-12-02,Safety Technician III,0,Mass Customer,N,No,11.0
3433,Stesha,Miners,Female,20,1973-12-05,Account Coordinator,Health,Mass Customer,N,No,16.0
146,Rea,Pattrick,Female,32,1973-12-06,Analog Circuit Design manager,Health,Mass Customer,N,Yes,10.0
1964,Bendicty,Powrie,Male,81,1973-12-14,Web Designer III,Retail,Mass Customer,N,Yes,3.0
817,Beverie,Bosanko,Female,17,1973-12-21,Chemical Engineer,Manufacturing,Mass Customer,N,No,11.0
844,Koressa,Maris,Female,51,1973-12-24,Associate Professor,Manufacturing,Mass Customer,N,No,3.0
2388,Sibyl,Gudge,Male,18,1973-12-28,Desktop Support Technician,Retail,High Net Worth,N,No,7.0
2110,Ellis,Vokes,Male,98,1973-12-28,Speech Pathologist,Property,Affluent Customer,N,Yes,12.0
1836,Tirrell,Cosgreave,Male,9,1973-12-29,Account Coordinator,Manufacturing,Mass Customer,N,Yes,19.0
3523,Waiter,Piscopello,Male,38,1973-12-30,Design Engineer,Financial Services,Mass Customer,N,Yes,18.0
3152,Hannis,Jakubovits,Female,87,1973-12-30,Compensation Analyst,Financial Services,High Net Worth,N,No,15.0
2635,Carly,Struys,Female,35,1974-01-05,Nuclear Power Engineer,Manufacturing,High Net Worth,N,Yes,14.0
2963,Geneva,McCrystal,Female,36,1974-01-07,Product Engineer,Telecommunications,Mass Customer,N,Yes,14.0
1936,Renaud,Gahagan,Male,69,1974-01-08,Quality Engineer,Health,Mass Customer,N,No,19.0
496,Allissa,Brinklow,Female,96,1974-01-09,0,Property,Mass Customer,N,Yes,11.0
2033,June,Haslam,Female,87,1974-01-10,Speech Pathologist,Manufacturing,Mass Customer,N,No,8.0
3638,Megan,Perrygo,Female,49,1974-01-11,Food Chemist,Health,High Net Worth,N,No,15.0
767,Alexia,Wolford,Female,5,1974-01-14,Web Developer IV,Argiculture,Affluent Customer,N,Yes,21.0
467,Valeria,Ladyman,Female,11,1974-01-19,Software Test Engineer I,Property,High Net Worth,N,Yes,8.0
3700,Anstice,Dunsmuir,Female,93,1974-01-20,Physical Therapy Assistant,0,Affluent Customer,N,No,9.0
1951,Patrica,Donativo,Female,35,1974-01-29,Payment Adjustment Coordinator,Health,Mass Customer,N,Yes,9.0
2072,Linea,0,Female,87,1974-01-30,0,Manufacturing,High Net Worth,N,Yes,10.0
2009,Duff,Guyer,Male,88,1974-01-31,Data Coordiator,Manufacturing,High Net Worth,N,Yes,7.0
889,Tony,Cordsen,Female,55,1974-02-01,Dental Hygienist,Health,Mass Customer,N,Yes,15.0
2491,Gayelord,Lipman,Male,35,1974-02-01,Design Engineer,Manufacturing,High Net Worth,N,No,9.0
2590,Estevan,Rylett,Male,50,1974-02-04,0,Retail,High Net Worth,N,No,13.0
941,Shirley,Brook,Female,31,1974-02-07,Director of Sales,Financial Services,Mass Customer,N,Yes,14.0
1767,Normand,Ganderton,Male,36,1974-02-09,Programmer I,Manufacturing,High Net Worth,N,No,13.0
316,Elicia,Dahler,Female,26,1974-02-10,Automation Specialist II,Entertainment,Mass Customer,N,Yes,14.0
2126,Wanids,Baudet,Female,66,1974-02-15,Web Designer I,Manufacturing,Mass Customer,N,No,7.0
2283,Ola,Lenoir,Female,83,1974-02-16,Staff Accountant IV,Telecommunications,High Net Worth,N,No,14.0
2871,Tabbi,Tyght,Female,52,1974-02-17,Assistant Professor,Health,Affluent Customer,N,Yes,17.0
2014,Charyl,Sibson,Female,6,1974-02-19,Health Coach IV,Health,Affluent Customer,N,No,7.0
2620,Moreen,Zoren,Female,24,1974-02-21,Assistant Media Planner,Entertainment,High Net Worth,N,No,15.0
2886,Gardiner,Spehr,Male,42,1974-02-24,Speech Pathologist,Financial Services,High Net Worth,N,Yes,18.0
210,Beitris,0,Female,6,1974-03-04,VP Marketing,Manufacturing,Mass Customer,N,Yes,5.0
236,Reginald,Dartan,Male,18,1974-03-07,Account Coordinator,Property,High Net Worth,N,Yes,11.0
440,Felicle,Beneze,Female,74,1974-03-08,Analyst Programmer,IT,Mass Customer,N,No,11.0
3040,Sherrie,Kingaby,Female,20,1974-03-12,Physical Therapy Assistant,Retail,Mass Customer,N,Yes,11.0
304,Cris,Chellam,Female,1,1974-03-17,Financial Analyst,Financial Services,Mass Customer,N,No,11.0
1850,Miles,Fallows,Male,20,1974-03-18,Account Representative II,0,Mass Customer,N,No,13.0
2257,Cathy,Powter,Female,63,1974-03-21,Account Executive,Retail,High Net Worth,N,No,7.0
2953,Albertine,Fibbitts,Female,23,1974-03-24,Pharmacist,Health,Mass Customer,N,No,16.0
2270,King,Hoston,Male,96,1974-03-26,0,Telecommunications,Mass Customer,N,Yes,18.0
1156,Saunder,Camerati,Male,69,1974-04-03,Research Nurse,Health,Affluent Customer,N,Yes,17.0
1297,Guglielmo,Yele,Male,35,1974-04-06,Research Nurse,Health,Mass Customer,N,No,16.0
2878,Tatum,Askem,Female,62,1974-04-09,Executive Secretary,Argiculture,Mass Customer,N,Yes,5.0
1171,Smith,Babbs,Male,48,1974-04-12,Recruiter,0,Mass Customer,N,Yes,17.0
1580,Melessa,Delyth,Female,26,1974-04-13,Recruiter,Argiculture,Mass Customer,N,No,13.0
67,Dahlia,Eddoes,Female,37,1974-04-21,Information Systems Manager,0,Affluent Customer,N,No,9.0
2286,Gisela,Partener,Female,53,1974-04-22,Human Resources Assistant I,Telecommunications,High Net Worth,N,No,20.0
86,Fields,Langdon,Male,78,1974-04-23,Editor,Financial Services,Mass Customer,N,No,8.0
483,Mason,Kohrsen,Male,64,1974-04-24,Programmer IV,Manufacturing,Mass Customer,N,No,22.0
3683,Jeffie,Mortell,Male,13,1974-04-25,Food Chemist,Health,High Net Worth,N,Yes,4.0
1199,Hedda,Lathom,Female,38,1974-04-30,Librarian,Entertainment,High Net Worth,N,No,18.0
377,Raquela,Yuille,Female,98,1974-05-04,Senior Developer,Retail,Mass Customer,N,No,17.0
185,Mireielle,Jeppe,Female,46,1974-05-06,Software Test Engineer I,Financial Services,Mass Customer,N,No,3.0
903,Kariotta,Ludman,Female,51,1974-05-06,Database Administrator II,0,High Net Worth,N,Yes,11.0
2977,Erasmus,Winckworth,Male,96,1974-05-07,Programmer IV,Manufacturing,Affluent Customer,N,No,10.0
3087,Hilarius,Trenbey,Male,92,1974-05-09,0,Retail,Affluent Customer,N,Yes,17.0
2161,Andrew,Blunt,Male,49,1974-05-09,Paralegal,Financial Services,High Net Worth,N,Yes,10.0
599,Duke,Allnatt,Male,65,1974-05-10,Nurse,Argiculture,Mass Customer,N,Yes,8.0
3186,Samuele,Roycroft,Male,75,1974-05-12,Senior Quality Engineer,Financial Services,Mass Customer,N,Yes,14.0
2211,Adrianne,Raoux,Female,22,1974-05-13,Technical Writer,Manufacturing,Affluent Customer,N,Yes,20.0
3900,Evelina,Bavin,Female,98,1974-05-14,Marketing Manager,Argiculture,High Net Worth,N,No,12.0
2999,Tann,McCard,Male,28,1974-05-15,Compensation Analyst,Financial Services,Affluent Customer,N,No,22.0
1796,Basile,Le Floch,Male,49,1974-05-16,Assistant Professor,0,Mass Customer,N,No,8.0
1235,Bryanty,Megarrell,Male,75,1974-05-21,Web Designer IV,Financial Services,High Net Worth,N,Yes,18.0
735,Sansone,Eastcourt,Male,41,1974-05-24,Help Desk Operator,0,High Net Worth,N,No,8.0
1822,Trude,Rizzardo,Female,29,1974-05-24,VP Quality Control,0,High Net Worth,N,No,10.0
2519,Gabie,Skett,Male,71,1974-05-27,Accountant III,Retail,Affluent Customer,N,Yes,10.0
2991,Crystal,Assur,Female,26,1974-05-31,Clinical Specialist,Health,Mass Customer,N,Yes,10.0
3654,Waldemar,Mostin,Male,82,1974-06-01,0,0,Mass Customer,N,Yes,19.0
638,Mayor,Ismay,Male,51,1974-06-03,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,16.0
2574,Hagan,Abrahmer,Male,87,1974-06-07,Business Systems Development Analyst,Financial Services,High Net Worth,N,Yes,16.0
2580,Gwenette,Appleton,Female,49,1974-06-10,0,Manufacturing,Affluent Customer,N,Yes,11.0
578,Cathlene,Bellas,Female,89,1974-06-11,Software Engineer II,Health,Mass Customer,N,No,12.0
2658,Konstance,Elgey,Female,81,1974-06-14,Professor,Argiculture,High Net Worth,N,Yes,11.0
3179,Gage,0,Male,96,1974-06-14,Business Systems Development Analyst,IT,Mass Customer,N,Yes,19.0
2697,Nedi,MacClay,Female,19,1974-06-15,Administrative Officer,Health,High Net Worth,N,No,20.0
2844,Benni,Ilem,Female,1,1974-06-16,Staff Accountant III,0,Mass Customer,N,No,11.0
3182,Craig,Phethean,Male,64,1974-06-19,Junior Executive,Health,Mass Customer,N,No,14.0
2449,Jayson,Breheny,Male,64,1974-06-21,Structural Engineer,Retail,Affluent Customer,N,Yes,7.0
214,Debera,Foxworthy,Female,37,1974-06-24,Assistant Professor,Retail,High Net Worth,N,Yes,18.0
2416,Cacilia,Swetland,Female,27,1974-06-24,Nurse,0,Affluent Customer,N,No,22.0
3393,Barde,Spoward,Male,39,1974-06-26,Environmental Specialist,Health,Mass Customer,N,No,22.0
1115,Tori,Coche,Female,59,1974-06-26,Assistant Manager,Health,Mass Customer,N,Yes,16.0
1365,Zacharia,Rigler,Male,10,1974-06-30,Computer Systems Analyst IV,Retail,Affluent Customer,N,No,22.0
814,Caryn,Sampey,Female,47,1974-07-06,0,Manufacturing,Mass Customer,N,Yes,22.0
438,Lida,Wych,Female,26,1974-07-08,GIS Technical Architect,0,Affluent Customer,N,No,10.0
3978,Kleon,Adam,Male,67,1974-07-13,0,Financial Services,Mass Customer,N,Yes,18.0
1073,Griswold,Juett,Male,43,1974-07-14,Accounting Assistant IV,0,High Net Worth,N,Yes,18.0
2180,Tobe,Roxby,Male,99,1974-07-17,Account Executive,IT,Mass Customer,N,Yes,8.0
1106,Maridel,Whitby,Female,70,1974-07-17,Social Worker,Health,High Net Worth,N,No,18.0
3544,Wenonah,Filgate,Female,66,1974-07-19,Developer II,0,High Net Worth,N,No,4.0
2936,Belia,Mitchener,Female,47,1974-07-29,Computer Systems Analyst I,Financial Services,Mass Customer,N,No,15.0
1272,Hieronymus,Whinray,Male,48,1974-07-31,General Manager,Financial Services,Affluent Customer,N,Yes,14.0
1423,Allin,Arbuckel,Male,56,1974-08-03,Occupational Therapist,Health,High Net Worth,N,Yes,14.0
3328,Karissa,Leal,Female,97,1974-08-06,0,0,High Net Worth,N,No,13.0
3504,Dolly,Scallan,Female,41,1974-08-06,0,Retail,Mass Customer,N,No,14.0
93,Wallache,Simchenko,Male,33,1974-08-07,Civil Engineer,Manufacturing,Mass Customer,N,No,21.0
3427,Leonora,Iglesia,Female,77,1974-08-07,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,16.0
2493,Donella,Emm,Female,98,1974-08-08,Senior Sales Associate,Manufacturing,High Net Worth,N,No,16.0
302,Shane,Smetoun,Female,59,1974-08-15,Assistant Professor,Argiculture,Mass Customer,N,Yes,14.0
1628,Edsel,Lester,Male,46,1974-08-21,VP Accounting,Financial Services,Mass Customer,N,No,14.0
3709,Sallyann,Stangoe,Female,12,1974-08-22,Physical Therapy Assistant,0,Mass Customer,N,No,13.0
2409,Eugenia,Verey,Female,75,1974-08-24,Geological Engineer,Manufacturing,Mass Customer,N,Yes,21.0
2221,Caroline,Grabban,Female,20,1974-08-26,Professor,Financial Services,Mass Customer,N,No,14.0
1760,Kassi,List,Female,96,1974-08-29,Legal Assistant,Manufacturing,Mass Customer,N,Yes,14.0
3782,Eachelle,Girardey,Female,61,1974-08-29,Compensation Analyst,Financial Services,Mass Customer,N,No,7.0
986,Lars,Keher,Male,89,1974-08-29,Senior Cost Accountant,Financial Services,Affluent Customer,N,Yes,11.0
3113,Judah,Prime,Male,48,1974-09-05,Teacher,IT,Mass Customer,N,Yes,18.0
3809,Cacilie,Grimoldby,Female,22,1974-09-05,Food Chemist,Health,Affluent Customer,N,No,5.0
3770,Pippy,Matysiak,Female,78,1974-09-08,Electrical Engineer,Manufacturing,Mass Customer,N,No,17.0
1620,Sibley,Eliyahu,Female,10,1974-09-09,Social Worker,Health,Mass Customer,N,No,22.0
1436,Gearalt,Challis,Male,35,1974-09-12,Electrical Engineer,Manufacturing,Affluent Customer,N,No,20.0
2680,Liza,LeEstut,Female,78,1974-09-15,Programmer Analyst III,Manufacturing,Affluent Customer,N,Yes,18.0
562,Rube,Itzhayek,Male,25,1974-09-20,Accounting Assistant II,IT,Mass Customer,N,Yes,19.0
448,Shana,Fortesquieu,Female,74,1974-09-24,VP Product Management,Manufacturing,High Net Worth,N,Yes,6.0
529,Townie,Perez,Male,2,1974-09-24,Recruiter,Manufacturing,Mass Customer,N,No,15.0
755,Carin,Lauthian,Female,65,1974-09-25,Computer Systems Analyst IV,Manufacturing,Mass Customer,N,Yes,16.0
3448,Ilyssa,Hannabuss,Female,52,1974-09-26,VP Quality Control,Argiculture,High Net Worth,N,Yes,3.0
1293,Cari,Worling,Female,31,1974-09-28,0,Manufacturing,Mass Customer,N,Yes,15.0
1708,Osgood,Seeborne,Male,36,1974-09-30,Food Chemist,Health,Affluent Customer,N,No,6.0
308,Maurizia,Ligerton,Female,53,1974-10-02,Clinical Specialist,Health,Mass Customer,N,Yes,21.0
590,Sydney,Endacott,Male,16,1974-10-02,Business Systems Development Analyst,Entertainment,Affluent Customer,N,No,16.0
3147,Berky,Degoix,Male,11,1974-10-09,Human Resources Assistant IV,0,High Net Worth,N,Yes,10.0
910,Marcellus,Shawcroft,Male,62,1974-10-13,Structural Analysis Engineer,Property,Affluent Customer,N,No,3.0
3627,Sharron,Gaynes,Female,47,1974-10-17,Financial Advisor,Financial Services,Mass Customer,N,Yes,14.0
2557,Imojean,Bosquet,Female,84,1974-10-19,0,Health,High Net Worth,N,Yes,20.0
3438,Rubie,O'Gorman,Female,45,1974-10-20,Technical Writer,0,Affluent Customer,N,Yes,19.0
678,Yolande,Whild,Female,29,1974-10-21,Registered Nurse,Health,Mass Customer,N,No,12.0
821,Ardis,Tomlett,Female,67,1974-10-23,Sales Associate,Health,High Net Worth,N,No,17.0
854,Bennie,Llywarch,Female,74,1974-10-26,General Manager,Retail,High Net Worth,N,Yes,16.0
1770,Zarah,Santello,Female,1,1974-11-01,Geological Engineer,Manufacturing,Mass Customer,N,Yes,14.0
2359,Karleen,McGenn,Female,0,1974-11-03,VP Accounting,Financial Services,High Net Worth,N,Yes,5.0
1906,Lind,Dredge,Male,69,1974-11-04,VP Sales,Health,High Net Worth,N,No,18.0
2968,Pascale,Cuxson,Male,12,1974-11-05,Database Administrator IV,0,Mass Customer,N,Yes,6.0
484,Ulrika,Steagall,Female,23,1974-11-08,Statistician III,Manufacturing,High Net Worth,N,No,20.0
3714,Willow,Rusbridge,Female,19,1974-11-08,Computer Systems Analyst I,Argiculture,High Net Worth,N,Yes,10.0
3295,Leontyne,Jackett,Female,78,1974-11-11,Quality Engineer,Financial Services,Affluent Customer,N,Yes,17.0
1934,Galvan,0,Male,72,1974-11-13,Senior Sales Associate,0,Mass Customer,N,No,9.0
885,Dawna,McCullen,Female,53,1974-11-15,Accounting Assistant III,Health,Mass Customer,N,No,11.0
193,Ursala,Ferrai,Female,4,1974-11-16,Web Developer III,Financial Services,Affluent Customer,N,No,10.0
2167,Levon,Woollard,Male,83,1974-11-16,VP Accounting,Financial Services,Mass Customer,N,Yes,17.0
361,Jamima,Pirolini,Female,47,1974-11-17,Software Engineer IV,Financial Services,High Net Worth,N,Yes,18.0
640,Foster,Haysar,Male,86,1974-11-21,Accounting Assistant I,Manufacturing,Affluent Customer,N,No,3.0
156,Chad,Houtby,Male,97,1974-11-23,Financial Advisor,Financial Services,Affluent Customer,N,No,16.0
522,Elberta,Tixall,Female,44,1974-11-24,Senior Financial Analyst,Financial Services,Affluent Customer,N,Yes,16.0
1153,Chase,Youd,Male,26,1974-11-24,Research Nurse,Health,Mass Customer,N,Yes,20.0
243,Germayne,Sperry,Male,57,1974-11-25,0,Retail,Affluent Customer,N,No,8.0
654,Stuart,Gebhardt,Male,64,1974-11-25,General Manager,Manufacturing,Affluent Customer,N,Yes,19.0
624,Abra,Probets,Female,33,1974-11-27,Assistant Media Planner,Entertainment,High Net Worth,N,Yes,7.0
126,Merrili,Whitear,Female,81,1974-12-03,Compensation Analyst,Financial Services,Mass Customer,N,No,19.0
3992,Andi,Dumelow,Female,6,1974-12-05,Librarian,Entertainment,Mass Customer,N,No,10.0
648,Krissie,Dinan,Female,23,1974-12-07,Legal Assistant,Financial Services,Mass Customer,N,Yes,10.0
