,address,postcode,state,country,property_valuation
1194,761 Bellgrove Lane,2541,New South Wales,Australia,7
861,677 Butternut Crossing,2216,New South Wales,Australia,7
1118,338 Grasskamp Lane,2573,New South Wales,Australia,7
634,44 Upham Crossing,2148,New South Wales,Australia,7
22,96 Texas Plaza,3218,Victoria,Australia,7
223,92253 Kensington Drive,2209,New South Wales,Australia,7
673,96910 Sugar Point,4352,Queensland,Australia,7
1335,5061 Cottonwood Trail,3765,Victoria,Australia,7
1089,06 Heffernan Junction,4074,Queensland,Australia,7
247,8029 Gulseth Center,2304,New South Wales,Australia,7
767,50851 Vahlen Avenue,2567,New South Wales,Australia,7
221,04139 Delladonna Place,2519,New South Wales,Australia,7
1345,38 Hansons Place,3023,Victoria,Australia,7
1347,0784 Utah Plaza,3199,Victoria,Australia,7
438,25522 Mosinee Point,4215,Queensland,Australia,7
942,9 Clyde Gallagher Plaza,3021,Victoria,Australia,7
218,78 Surrey Place,2502,New South Wales,Australia,7
1336,05 Dahle Drive,3757,Victoria,Australia,7
669,8 Lawn Hill,3752,Victoria,Australia,7
592,60010 Knutson Road,3137,Victoria,Australia,7
668,2836 Morning Drive,2304,New South Wales,Australia,7
1169,698 Summer Ridge Way,2529,New South Wales,Australia,7
947,283 Ryan Street,3752,Victoria,Australia,7
828,4444 Bunting Point,2430,New South Wales,Australia,7
1450,77729 Kim Plaza,2560,New South Wales,Australia,7
1086,0 Fremont Court,3023,Victoria,Australia,7
1168,71 Cherokee Hill,2127,New South Wales,Australia,7
849,56 Graceland Alley,3031,Victoria,Australia,7
575,7046 Surrey Road,2287,New South Wales,Australia,7
612,9 Schmedeman Hill,4075,Queensland,Australia,7
692,16420 Veith Crossing,4214,Queensland,Australia,7
908,2 Derek Pass,2222,New South Wales,Australia,7
1080,75 Mesta Hill,4509,Queensland,Australia,7
1324,9985 Barnett Circle,3940,Victoria,Australia,7
1438,3416 Texas Pass,2747,New South Wales,Australia,7
1211,0 American Ash Parkway,3175,Victoria,Australia,7
1213,0 Evergreen Road,3037,Victoria,Australia,7
1215,457 Ryan Road,3218,Victoria,Australia,7
357,8728 Express Way,2340,New South Wales,Australia,7
553,6 Eggendart Circle,3016,Victoria,Australia,7
296,6170 Buena Vista Way,2320,New South Wales,Australia,7
1299,16039 Warrior Parkway,4130,Queensland,Australia,7
1218,54 Harbort Road,2480,New South Wales,Australia,7
458,8750 Lakewood Gardens Park,2760,New South Wales,Australia,7
851,94 Anhalt Way,3139,Victoria,Australia,7
787,4085 Jackson Hill,2830,New South Wales,Australia,7
1221,85957 Basil Way,3029,Victoria,Australia,7
56,44516 Katie Parkway,2765,New South Wales,Australia,7
548,532 Bartillon Circle,2166,New South Wales,Australia,7
979,7380 Canary Pass,3111,Victoria,Australia,7
1222,01 Cottonwood Junction,2285,New South Wales,Australia,7
853,681 Transport Pass,4055,Queensland,Australia,7
451,572 Gerald Trail,2145,New South Wales,Australia,7
297,0 Orin Place,4506,Queensland,Australia,7
972,92 Bunker Hill Trail,2558,New South Wales,Australia,7
311,4270 Loeprich Lane,3064,Victoria,Australia,7
426,6920 Dwight Circle,4173,Queensland,Australia,7
1326,2 Dixon Crossing,3910,Victoria,Australia,7
304,37006 Hoard Circle,3182,Victoria,Australia,7
613,95022 Roth Terrace,3975,Victoria,Australia,7
425,8078 Talisman Trail,4209,Queensland,Australia,7
693,81310 Charing Cross Plaza,3805,Victoria,Australia,7
966,7628 Larry Trail,3428,Victoria,Australia,7
678,40545 Forster Point,2262,New South Wales,Australia,7
652,9912 Eagle Crest Lane,4800,Queensland,Australia,7
1042,6 Pawling Trail,2871,New South Wales,Australia,7
927,06 Oneill Parkway,2770,New South Wales,Australia,7
829,3 Washington Plaza,3199,Victoria,Australia,7
1156,0386 Mayfield Way,4122,Queensland,Australia,7
969,1472 Meadow Vale Lane,4034,Queensland,Australia,7
355,708 Russell Parkway,2530,New South Wales,Australia,7
751,43 Jana Way,3750,Victoria,Australia,7
1155,3 Sachs Point,2250,New South Wales,Australia,7
782,0601 Stephen Place,2292,New South Wales,Australia,7
968,42 Dahle Parkway,3806,Victoria,Australia,7
3278,60 Cordelia Parkway,2759,New South Wales,Australia,8
887,39 Ronald Regan Alley,3765,Victoria,Australia,8
2068,9499 Alpine Drive,3175,Victoria,Australia,8
764,033 Loftsgordon Center,2150,New South Wales,Australia,8
2072,27 Rockefeller Plaza,4556,Queensland,Australia,8
1092,9623 Fisk Plaza,2164,New South Wales,Australia,8
3232,225 Dexter Crossing,2527,New South Wales,Australia,8
1094,26349 Spaight Junction,2756,New South Wales,Australia,8
3235,3 Pepper Wood Point,2760,New South Wales,Australia,8
3237,683 Scoville Park,3168,Victoria,Australia,8
3240,623 Carberry Way,2145,New South Wales,Australia,8
2094,3981 Karstens Place,2570,New South Wales,Australia,8
2091,72 Ilene Point,2575,New South Wales,Australia,8
3248,888 Warrior Avenue,2170,New South Wales,Australia,8
421,15082 Crest Line Plaza,3040,Victoria,Australia,8
2463,62052 Loomis Avenue,4014,Queensland,Australia,8
3256,4591 Del Sol Court,2745,New South Wales,Australia,8
649,88 La Follette Way,2166,New South Wales,Australia,8
3260,7 Pepper Wood Crossing,3038,Victoria,Australia,8
414,7526 Artisan Parkway,4223,Queensland,Australia,8
1113,20519 Katie Circle,2152,New South Wales,Australia,8
2465,6247 Crest Line Terrace,2250,New South Wales,Australia,8
412,7427 Fuller Trail,3082,Victoria,Australia,8
650,2884 Welch Lane,3807,Victoria,Australia,8
409,84549 Jenifer Crossing,2570,New South Wales,Australia,8
3273,31601 Birchwood Court,4105,Queensland,Australia,8
888,1 5th Parkway,2148,New South Wales,Australia,8
3257,2558 Morningstar Center,4221,Queensland,Australia,8
383,3788 Service Trail,3805,Victoria,Australia,8
1117,4079 Lindbergh Center,3021,Victoria,Australia,8
1163,42739 Moose Pass,3442,Victoria,Australia,8
2824,28014 Kings Park,2300,New South Wales,Australia,8
1991,6698 Melody Crossing,4556,Queensland,Australia,8
3373,158 Utah Court,3082,Victoria,Australia,8
1161,13 Buhler Plaza,2576,New South Wales,Australia,8
2827,92610 Sutherland Place,3140,Victoria,Australia,8
1995,59170 Westridge Junction,2147,New South Wales,Australia,8
2490,719 Vahlen Way,2560,New South Wales,Australia,8
3369,000 Boyd Center,2160,New South Wales,Australia,8
2002,5157 Maple Wood Circle,2537,New South Wales,Australia,8
1154,154 Cambridge Point,3551,Victoria,Australia,8
2004,6466 Troy Street,2763,New South Wales,Australia,8
3363,2 Roxbury Place,2564,New South Wales,Australia,8
2007,33 Del Mar Junction,2264,New South Wales,Australia,8
2008,06069 Hayes Road,2099,New South Wales,Australia,8
350,7447 Nevada Park,2193,New South Wales,Australia,8
3378,48 Rockefeller Court,3786,Victoria,Australia,8
3379,59504 Drewry Park,4061,Queensland,Australia,8
1985,29 Delaware Pass,2567,New South Wales,Australia,8
1172,858 Swallow Parkway,2150,New South Wales,Australia,8
336,3 Lyons Road,2759,New South Wales,Australia,8
2503,6220 Sugar Court,2300,New South Wales,Australia,8
3407,5767 Thierer Road,2217,New South Wales,Australia,8
2805,453 Gina Avenue,3141,Victoria,Australia,8
1964,248 School Park,3156,Victoria,Australia,8
3403,097 Gulseth Lane,4178,Queensland,Australia,8
2830,72297 Sutherland Junction,2560,New South Wales,Australia,8
1967,38 Armistice Alley,2018,New South Wales,Australia,8
3392,7 Eggendart Hill,4055,Queensland,Australia,8
1975,67125 Melody Place,2747,New South Wales,Australia,8
3390,01716 2nd Terrace,3174,Victoria,Australia,8
1166,95 Forest Run Drive,4152,Queensland,Australia,8
3385,10097 Hooker Way,3196,Victoria,Australia,8
2815,68 Roth Crossing,2295,New South Wales,Australia,8
1981,366 International Way,2170,New South Wales,Australia,8
1972,4622 Dixon Junction,2048,New South Wales,Australia,8
406,41605 Mitchell Street,2750,New South Wales,Australia,8
2832,77 Gulseth Lane,3181,Victoria,Australia,8
661,25 Mesta Plaza,3975,Victoria,Australia,8
387,75 Bartillon Street,3228,Victoria,Australia,8
2043,56 Sommers Point,2204,New South Wales,Australia,8
2044,0 Red Cloud Place,2217,New South Wales,Australia,8
3305,43 Eagle Crest Parkway,2295,New South Wales,Australia,8
2846,11035 Toban Lane,2770,New South Wales,Australia,8
2051,7 Green Ridge Way,2763,New South Wales,Australia,8
2052,2807 Northwestern Pass,3182,Victoria,Australia,8
1124,1 Nevada Park,4226,Queensland,Australia,8
3299,0 Sachs Circle,4122,Queensland,Australia,8
3296,6039 Columbus Court,2280,New South Wales,Australia,8
400,1 Red Cloud Street,2770,New South Wales,Australia,8
402,78152 Harper Parkway,2756,New South Wales,Australia,8
2648,7163 2nd Point,3931,Victoria,Australia,8
405,25 Graceland Way,2750,New South Wales,Australia,8
3285,4171 Beilfuss Street,3153,Victoria,Australia,8
2041,8 Crowley Terrace,2760,New South Wales,Australia,8
880,5 Hauk Way,4870,Queensland,Australia,8
2844,5 Golf Course Street,2300,New South Wales,Australia,8
434,8788 Armistice Trail,3806,Victoria,Australia,8
3351,73 Burrows Court,3121,Victoria,Australia,8
2015,31 Scofield Trail,3020,Victoria,Australia,8
3348,9229 Division Park,2205,New South Wales,Australia,8
367,841 Anderson Drive,3101,Victoria,Australia,8
2483,24649 Kennedy Street,2114,New South Wales,Australia,8
872,029 Springview Place,2177,New South Wales,Australia,8
2023,2228 Steensland Terrace,2148,New South Wales,Australia,8
2833,50469 Shelley Avenue,4350,Queensland,Australia,8
2024,2 Thierer Place,4053,Queensland,Australia,8
2026,34 3rd Place,3030,Victoria,Australia,8
2027,63 Golf Crossing,2217,New South Wales,Australia,8
2838,37 Darwin Circle,2282,New South Wales,Australia,8
378,28809 Mesta Pass,4170,Queensland,Australia,8
2034,91749 Portage Park,2528,New South Wales,Australia,8
3324,14 Warbler Hill,2770,New South Wales,Australia,8
381,720 Menomonie Avenue,2749,New South Wales,Australia,8
3338,12061 Rowland Alley,3228,Victoria,Australia,8
2104,7 Porter Parkway,2261,New South Wales,Australia,8
3190,6590 Fremont Avenue,2077,New South Wales,Australia,8
3229,12 Quincy Lane,3141,Victoria,Australia,8
3055,44 Northridge Plaza,2166,New South Wales,Australia,8
2911,2 Blue Bill Park Lane,4220,Queensland,Australia,8
3051,0264 Birchwood Plaza,3802,Victoria,Australia,8
540,142 Cambridge Place,2761,New South Wales,Australia,8
2404,4177 Bluejay Street,2560,New South Wales,Australia,8
2403,9 Hollow Ridge Circle,2500,New South Wales,Australia,8
3041,5444 Corry Pass,2761,New South Wales,Australia,8
3038,05 2nd Point,2217,New South Wales,Australia,8
921,9987 Stuart Alley,2766,New South Wales,Australia,8
3056,11 Farragut Junction,2530,New South Wales,Australia,8
922,2309 Gulseth Way,3199,Victoria,Australia,8
551,06008 Anthes Pass,2478,New South Wales,Australia,8
3031,2 Grim Court,2168,New South Wales,Australia,8
2295,2 Nova Street,4228,Queensland,Australia,8
2297,4 Delaware Terrace,3804,Victoria,Australia,8
556,4 Graedel Parkway,2560,New South Wales,Australia,8
2299,54 Annamark Place,2565,New South Wales,Australia,8
2913,66 Arrowood Court,4551,Queensland,Australia,8
560,5861 Browning Park,2065,New South Wales,Australia,8
2302,015 Fulton Pass,4568,Queensland,Australia,8
3034,94611 Cascade Parkway,2763,New South Wales,Australia,8
1001,3383 Fair Oaks Circle,3046,Victoria,Australia,8
3059,9317 Mendota Parkway,3064,Victoria,Australia,8
2407,881 Debs Center,4051,Queensland,Australia,8
917,3044 Summer Ridge Center,3060,Victoria,Australia,8
522,1 Cordelia Alley,2261,New South Wales,Australia,8
3085,98978 Nevada Circle,3020,Victoria,Australia,8
3083,5 Lotheville Parkway,2760,New South Wales,Australia,8
3082,233 Toban Alley,2567,New South Wales,Australia,8
2249,8718 Warner Avenue,2148,New South Wales,Australia,8
1010,738 Division Street,3024,Victoria,Australia,8
3080,52 Steensland Place,3910,Victoria,Australia,8
619,575 Prentice Road,2168,New South Wales,Australia,8
3077,837 Elmside Center,2761,New South Wales,Australia,8
1009,9 Macpherson Avenue,2527,New South Wales,Australia,8
2255,40 Rigney Street,2200,New South Wales,Australia,8
2257,9129 Gale Court,4226,Queensland,Australia,8
1008,495 Elmside Drive,2179,New South Wales,Australia,8
3075,0680 Veith Court,3939,Victoria,Australia,8
2260,987 Victoria Trail,4006,Queensland,Australia,8
2410,6142 Grayhawk Lane,2298,New South Wales,Australia,8
2263,9574 David Lane,3218,Victoria,Australia,8
3070,08180 Golf Park,3068,Victoria,Australia,8
2266,004 Gulseth Junction,2619,New South Wales,Australia,8
2408,423 Debra Terrace,3082,Victoria,Australia,8
975,26204 Monument Alley,2289,New South Wales,Australia,8
3089,67241 Heath Way,2151,New South Wales,Australia,8
563,8601 Cardinal Court,4505,Queensland,Australia,8
3017,27 Schlimgen Way,4116,Queensland,Australia,8
582,1192 Declaration Hill,3207,Victoria,Australia,8
2384,249 Burning Wood Point,2758,New South Wales,Australia,8
2383,7256 Forster Crossing,2533,New South Wales,Australia,8
2349,9 Merrick Plaza,3138,Victoria,Australia,8
2350,52593 Iowa Place,2529,New South Wales,Australia,8
606,83 Ryan Hill,4551,Queensland,Australia,8
2965,6604 Hansons Court,2760,New South Wales,Australia,8
2963,8 Glendale Terrace,4014,Queensland,Australia,8
2932,572 Spohn Drive,3046,Victoria,Australia,8
937,5413 Burning Wood Plaza,4220,Queensland,Australia,8
587,86857 Hoepker Lane,4300,Queensland,Australia,8
2953,337 Brentwood Pass,2529,New South Wales,Australia,8
2952,02555 Sloan Way,2259,New South Wales,Australia,8
2377,3 Riverside Drive,4034,Queensland,Australia,8
2949,3 New Castle Terrace,3032,Victoria,Australia,8
2946,24 Green Parkway,3437,Victoria,Australia,8
594,86 Huxley Parkway,3068,Victoria,Australia,8
595,0 Rigney Way,2148,New South Wales,Australia,8
2370,2 Melody Alley,3172,Victoria,Australia,8
601,876 Ridgeview Circle,2566,New South Wales,Australia,8
2956,8 Roxbury Way,3031,Victoria,Australia,8
2343,24 Corben Terrace,2164,New South Wales,Australia,8
936,5 Gale Street,4507,Queensland,Australia,8
2340,4 Huxley Alley,4070,Queensland,Australia,8
971,55 Fairfield Court,3175,Victoria,Australia,8
970,95 Old Gate Junction,2760,New South Wales,Australia,8
2915,7066 Sunbrook Terrace,2299,New South Wales,Australia,8
926,3403 Spenser Terrace,3143,Victoria,Australia,8
568,8498 Hoepker Circle,3136,Victoria,Australia,8
3005,90 Darwin Crossing,2767,New South Wales,Australia,8
2320,92 Schlimgen Hill,3023,Victoria,Australia,8
2998,78 Algoma Circle,2166,New South Wales,Australia,8
2323,6505 Fieldstone Alley,4037,Queensland,Australia,8
572,8 Pawling Alley,3930,Victoria,Australia,8
2325,83 American Ash Drive,2261,New South Wales,Australia,8
2326,94 Twin Pines Trail,2567,New South Wales,Australia,8
2994,4 Loftsgordon Avenue,3023,Victoria,Australia,8
2989,5 Shelley Pass,2763,New South Wales,Australia,8
2331,366 Hovde Park,2566,New South Wales,Australia,8
2920,00 Heath Road,2259,New South Wales,Australia,8
957,4 Kennedy Trail,3147,Victoria,Australia,8
956,382 Dayton Lane,2148,New South Wales,Australia,8
2982,23812 Tony Lane,2036,New South Wales,Australia,8
932,8882 Valley Edge Junction,2145,New South Wales,Australia,8
955,7823 Village Green Park,3030,Victoria,Australia,8
923,730 Dixon Place,3158,Victoria,Australia,8
2460,0 Moulton Plaza,2761,New South Wales,Australia,8
1014,711 Sachtjen Point,2540,New South Wales,Australia,8
516,90974 Chinook Parkway,2564,New South Wales,Australia,8
2140,9870 Brickson Park Trail,2216,New South Wales,Australia,8
3193,05600 Lien Plaza,3796,Victoria,Australia,8
2142,4559 Sundown Trail,2148,New South Wales,Australia,8
3192,8 Havey Alley,2031,New South Wales,Australia,8
1958,493 Buell Point,4500,Queensland,Australia,8
2868,62293 Raven Parkway,2486,New South Wales,Australia,8
893,850 Manitowish Avenue,2148,New South Wales,Australia,8
2449,15 Shelley Hill,2164,New South Wales,Australia,8
895,13845 Hayes Center,3228,Victoria,Australia,8
1076,05415 Basil Junction,2450,New South Wales,Australia,8
2152,735 Eastlawn Place,4160,Queensland,Australia,8
466,663 Bellgrove Parkway,3812,Victoria,Australia,8
2157,79291 3rd Circle,2760,New South Wales,Australia,8
1063,4297 Emmet Lane,2170,New South Wales,Australia,8
2162,9732 Swallow Way,2750,New South Wales,Australia,8
903,352 Bonner Crossing,3084,Victoria,Australia,8
471,47 Dwight Road,4217,Queensland,Australia,8
3165,13 Marcy Alley,3138,Victoria,Australia,8
1059,9993 Mccormick Street,2223,New South Wales,Australia,8
2170,6621 Carberry Crossing,3083,Victoria,Australia,8
2155,32705 Shelley Junction,3172,Victoria,Australia,8
2138,5 Fairfield Parkway,2557,New South Wales,Australia,8
3196,020 Bartillon Park,2767,New South Wales,Australia,8
1078,847 David Hill,4035,Queensland,Australia,8
2107,624 Atwood Circle,2164,New South Wales,Australia,8
436,532 Emmet Way,2260,New South Wales,Australia,8
3226,7 Bayside Point,3085,Victoria,Australia,8
2459,3126 Butterfield Pass,2573,New South Wales,Australia,8
2113,25943 Montana Street,2747,New South Wales,Australia,8
2115,35 Harbort Way,2446,New South Wales,Australia,8
2116,464 Bonner Place,3012,Victoria,Australia,8
3219,50506 Buhler Terrace,3083,Victoria,Australia,8
2119,34 Vidon Way,3037,Victoria,Australia,8
2120,85 Cody Hill,2770,New South Wales,Australia,8
2457,8439 Katie Crossing,3028,Victoria,Australia,8
3216,11 Crescent Oaks Junction,4055,Queensland,Australia,8
447,24919 Artisan Court,3015,Victoria,Australia,8
3206,68486 Anderson Alley,3083,Victoria,Australia,8
2126,686 Rusk Parkway,2566,New South Wales,Australia,8
644,41759 Crowley Circle,2560,New South Wales,Australia,8
891,7 Reindahl Center,2767,New South Wales,Australia,8
453,19964 Nancy Drive,3121,Victoria,Australia,8
3198,60595 Northport Court,4122,Queensland,Australia,8
2867,78814 Sundown Drive,4810,Queensland,Australia,8
2133,1861 Golf Course Circle,2216,New South Wales,Australia,8
2440,8147 Dapin Hill,2280,New South Wales,Australia,8
2903,8188 Fuller Hill,3175,Victoria,Australia,8
473,84041 Holy Cross Circle,2142,New South Wales,Australia,8
3162,4527 Farmco Place,3155,Victoria,Australia,8
1035,27135 Melvin Plaza,4556,Queensland,Australia,8
3120,54294 Hovde Court,2500,New South Wales,Australia,8
496,0897 Little Fleur Way,3621,Victoria,Australia,8
2898,493 Calypso Center,2170,New South Wales,Australia,8
3113,81183 Maple Wood Plaza,4152,Queensland,Australia,8
2221,1 Basil Street,4037,Queensland,Australia,8
3111,979 Victoria Junction,3156,Victoria,Australia,8
2224,37353 Alpine Circle,2214,New South Wales,Australia,8
2225,581 Granby Parkway,3025,Victoria,Australia,8
2209,85 Hudson Street,2505,New South Wales,Australia,8
2226,3073 Golf View Terrace,4165,Queensland,Australia,8
505,20373 Kensington Pass,2151,New South Wales,Australia,8
507,089 Old Shore Point,3156,Victoria,Australia,8
